qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20,method.21,metric.21,query.21
657,school prayer banned ,0.4131,4,docluster.topn10.3.qld,0.4703,school prayer banned court ,termluster.topn5.3.qld,0.465,school prayer banned prayer school ,tagmee.topn3,0.4341,school prayer banned School prayer Censorship ,conceptluster.topn5.3.qld,0.4341,school prayer banned school prayer censorship ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,teenage pregnancy ,0.0494,9,word2vec.topn3,0.2589,teenage pregnancy teen age teen preganancy ,glove.topn3.replace,0.24100000000000002,teen pregnant ,glove.topn3,0.23800000000000002,teenage pregnancy teen pregnant ,sensedisambiguation.replace,0.1047,adolescent pregnancy ,rm3.topn10.10.0.5.qld,0.1045,bottomlei pregnanc abort music radio children ag teenag africa teen contracept ,word2vec.topn3.replace,0.1012,teen age teen preganancy ,wordnet.topn3,0.0973,teenage pregnancy teen gestation maternity ,wiki.topn3,0.063,teenage pregnancy singlparent sexual identity sex work Teenage pregnancy ,sensedisambiguation,0.0616,teenage adolescent pregnancy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,cruise health safety ,0.3011,1,relevancefeedback.topn10.qld,0.3048,cruise health safety medic ship power safeti cruis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,whale watching California ,0.6318,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,melanoma treatment causes ,0.5658,5,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.6163,"{'caus': 2, 'treatment': 2, 'melanoma': 2, 'cancer': 2.0, 'adjuv': 1.371, 'malign': 1.366, 'washington': 1.31, 'nci': 1.219, 'inform': 1.205, 'diagnos': 1.107, 'ageadjust': 1.068, 'registri': 1.016} ",conceptnet.topn3.replace,0.6133,melanoma dealing causes ,bertqe.topn10.qld,0.597,"{'melanoma treatment causes': 1.5, 'treatment melanoma  europe s fastestincreasing': 1.0, 'melanoma treatment performed': 0.8896767385158536, 'treatment retinal melanoma using': 0.8717840091331192, 'although melanoma cured': 0.6159561859868147, 'melanoma  p   p ': 0.5679269205361318} ",tagmee.topn3,0.5695,melanoma treatment causes Melanoma Therapy Etiology ,conceptluster.topn5.3.qld,0.5695,melanoma treatment causes etiology therapy melanoma ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,telemarketer protection ,0.5743,3,sensedisambiguation.replace,0.6147,telemarketer security ,sensedisambiguation,0.6046,telemarketer protection security ,anchor.topn3.replace,0.5874,telemarketer states disney use   ahea ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Agent Orange exposure ,0.2147,3,onfields.topn3.10.2.25.1.qld,0.3312,"{'exposur': 2, 'orang': 2, 'agent': 2, 'veteran': 2.0, 'vietnam': 1.711, 'va': 1.711, 'cancer': 1.553, 'diseas': 1.421, 'cdc': 1.289, 'derwinski': 1.263, 'decis': 1.184, 'nonhodgkin': 1.132} ",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.3238,"{'exposur': 2, 'orang': 2, 'agent': 2, 'va': 1.844, 'veteran': 1.815, 'vietnam': 1.74, 'medic': 1.329, 'herbicid': 1.324, 'examin': 1.254, 'compens': 1.127, 'registri': 1.0} ",termluster.topn5.3.qld,0.2648,agent orange exposure orang said veteran vietnam veteran said ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,American Indian Museum ,0.3514,4,rm3.topn10.10.0.5.qld,0.5917,west student indian washington american museum york artifact chumash collect smithsonian ,thesaurus.topn3,0.4934,american indian museum   American Indian Amerind  building foundation ,onfields.topn3.10.2.25.1.qld,0.4899,"{'american': 2, 'museum': 2, 'indian': 2, 'west': 1.35, 'bone': 1.15, 'artifact': 1.133, 'tribe': 1.108, 'smithsonian': 1.108, 'chumash': 1.083, 'cheyenn': 1.083, 'univers': 1.067, 'am5': 1.05} ",docluster.topn10.3.qld,0.4262,american indian museum collect ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,poverty Africa sub Sahara ,0.2245,5,onfields.topn3.10.2.25.1.qld,0.2916,"{'sub-sahara': 2, 'poverti': 2, 'africa': 2, 'world': 1.421, 'african': 1.329, 'asia': 1.211, 'subsaharan': 1.171, 'pope': 1.105, 'collaps': 1.079, 'arica': 1.066, 'oceania': 1.066, 'eastnorth': 1.066, 'indiffer': 1.039} ",docluster.topn10.3.qld,0.2614,poverty africa sub sahara per ,rm3.topn10.10.0.5.qld,0.2556,aid educ sahara debt sub growth asia      farmer africa saharan poverti ,tagmee.topn3,0.2421,poverty africa sub sahara Poverty in Africa Sub Saharan Africa ,conceptluster.topn5.3.qld,0.2421,poverty africa sub sahara sub saharan africa poverty africa ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Thatcher resignation impact ,0.0109,15,sensedisambiguation.replace,0.1681,thatcher resignation shock ,sensedisambiguation,0.1677,Thatcher resignation impact shock ,tagmee.topn3.replace,0.0459,Margaret Thatcher Resignation from the British House of Commons ,conceptluster.topn5.3.qld,0.0358,thatcher resignation impact margaret thatcher resignation british house commons ,tagmee.topn3,0.0339,thatcher resignation impact Margaret Thatcher Resignation from the British House of Commons ,rm3.topn10.10.0.5.qld,0.0303,cabinet impact her europ vote prime she heseltin resign secretari thatcher ,docluster.topn10.3.qld,0.0226,thatcher resignation impact her major ,bertqe.topn10.qld,0.0224,"{'Thatcher resignation impact': 1.5, 'effect  thatcher forced': 1.0, 'resignation last thursday  thatcher': 0.9808061719969837, 'thatcher  whose sudden resignation': 0.9752769594716976, 'thatcher resign   p   text ': 0.952020365804417, '1  howe resigned thatcher s': 0.9411329546168574} ",anchor.topn3,0.022000000000000002,thatcher resignation impact danison   thatcher   thatcher  pendulum  astroblem chicxulub ,anchor.topn3.replace,0.0193,danison   thatcher   thatcher  resignation pendulum  astroblem chicxulub ,relevancefeedback.topn10.qld,0.0171,thatcher resignation impact her hi how major he ,glove.topn3,0.0169,thatcher resignation impact margaret blair affect ,thesaurus.topn3.replace,0.0159,thatcher  departure retirement  brunt shock ,thesaurus.topn3,0.0128,thatcher resignation impact   departure retirement  brunt shock ,wiki.topn3,0.0117,thatcher resignation impact people educated at kesteven and grantham girls  school ladies companion of the garter john major Margaret Thatcher united kingdom general election       united kingdom general election       united kingdom general election       Resignation from the British House of Commons ,,,,,,,,,,,,,,,,,,
667,unmarried partner households ,0.3583,10,rm3.topn10.10.0.5.qld,0.4932,benefit estat famili partner coupl gai      unmarri employe household censu ,glove.topn3.replace,0.4473,unmarried partner families residing ,word2vec.topn3.replace,0.44,unmarried partner families ,sensedisambiguation.replace,0.44,unmarried partner family ,wordnet.topn3.replace,0.4038,unmarried partner home house ,glove.topn3,0.3821,unmarried partner households families residing ,relevancefeedback.topn10.qld,0.38,unmarried partner households unmarri famili estat      cent citi said censu compani ,onfields.topn3.10.2.25.1.qld,0.3698,"{'household': 2, 'unmarried-partn': 2, 'will': 2.0, 'partner': 1.897, 'unmarri': 1.862, 'famili': 1.345, 'die': 1.276, 'censu': 1.276, 'provis': 1.172, 'spous': 1.172, 'survivorship': 1.138, 'decis': 1.138, '125000': 1.103} ",word2vec.topn3,0.3595,unmarried partner households families ,sensedisambiguation,0.3595,unmarried partner households family ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,poverty  disease ,0.3365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Islamic Revolution ,0.1509,1,relevancefeedback.topn10.qld,0.1531,islamic revolution revolut islam martyr countri ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,U S  elections apathy ,0.0391,8,termluster.topn5.3.qld,0.1836,u s  elections apathy voter vote ,rm3.topn10.10.0.5.qld,0.1446,poll campaign ballot apathi vote u  polish presidenti parliament labour candid elect voter ,thesaurus.topn3,0.1427,u s  elections apathy  America Columbia  appointment ballot  indifference insensitivity ,sensedisambiguation.replace,0.068,united states government election apathy ,anchor.topn3.replace,0.0574,us  c      alphabet elections apathy ,relevancefeedback.topn10.qld,0.054000000000000006,u s  elections apathy hi polish elect campaign pri district ,bertqe.topn10.qld,0.0532,"{'US elections apathy': 1.5, 'apathy  conservative election': 1.0, 'lead  political apathy among': 0.9917361216722111, 'apathy seriously affected': 0.601782082927464, 'socialpolitical apathy  cap': 0.39034446346282103, 'apathy    text  weeks': 0.303783294352753} ",sensedisambiguation,0.0424,U S  united states government elections election apathy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Salvation Army benefits ,0.2656,4,onfields.topn3.10.2.25.1.qld,0.4923,"{'benefit': 2, 'project': 2.0, 'armi': 2, 'salvat': 2, 'homeless': 1.724, 'hous': 1.655, 'mortgag': 1.621, 'dont': 1.241, 'propos': 1.207, 'advis': 1.172, 'promis': 1.172, 'excus': 1.103} ",tagmee.topn3,0.2876,salvation army benefits The Salvation Army Welfare ,conceptluster.topn5.3.qld,0.2876,salvation army benefits salvation army welfare ,termluster.topn5.3.qld,0.2717,salvation army benefits armi salvat ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,NRA membership profile ,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Soviet withdrawal Afghanistan ,0.3391,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Greenpeace prosecuted ,0.1223,5,tagmee.topn3.replace,0.1897,Greenpeace Prosecutor ,wiki.topn3,0.1642,greenpeace prosecuted greenpeace anti nuclear organizations in the united states friends of thearth Greenpeace prosecutors appeal indictment Prosecutor ,tagmee.topn3,0.1546,greenpeace prosecuted Greenpeace Prosecutor ,wiki.topn3.replace,0.1414,greenpeace anti nuclear organizations in the united states friends of thearth Greenpeace prosecutors appeal indictment Prosecutor ,bertqe.topn10.qld,0.1284,"{'Greenpeace prosecuted': 1.5, 'prosecutions  greenpeace': 1.0, 'prosecutions  greenpeace inflicted': 0.9998325759016174, 'greenpeace lost court battle': 0.997596842229264, 'separate action  greenpeace taken': 0.20644914688769989, 'gaoled  environmental lawyers believe': 0.1802193038490743} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Olympics training swimming ,0.2851,5,thesaurus.topn3,0.3942,olympics training swimming   coaching discipline  floating natant ,sensedisambiguation,0.3834,Olympics olympic games training train swimming ,stem.porter,0.3703,olympic train swimm ,stem.trunc5,0.3703,olymp train swimm ,sensedisambiguation.replace,0.2923,olympic games train swimming ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,poppy cultivation ,0.2781,9,thesaurus.topn3,0.3635,poppy cultivation  drug heroin  farming gardening ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.341,"{'ban': 2.0, 'cultiv': 2, 'poppi': 2, 'taliban': 1.748, 'opium': 1.505, 'afghanistan': 1.387, 'crop': 1.297, '2000': 1.234, 'helmand': 1.216, 'heroin': 1.162, 'sheet': 1.135} ",glove.topn3,0.3333,poppy cultivation opium poppy ,conceptnet.topn3,0.3333,poppy cultivation opium poppy ,glove.topn3.replace,0.32299999999999995,opium poppy ,termluster.topn5.3.qld,0.3123,poppy cultivation opium cultiv accord poppi opium accord ,bertqe.topn10.qld,0.2974,"{'poppy cultivation': 1.5, 'poppy cultivations gradually gaining': 1.0, 'poppy cultivations': 0.8476487934938446, 'poppy cultivation  acreage': 0.7811408283761497, 'cultivation opium poppy': 0.6007937955230884, ' text  poppy cultivation  f p102 ': 0.20015176772257115} ",docluster.topn10.3.qld,0.2925,poppy cultivation poppi ,onfields.topn3.10.2.25.1.qld,0.2907,"{'cultiv': 2, 'poppi': 2, 'coca': 1.5, 'opium': 1.429, 'excis': 1.262, 'cannabi': 1.214, 'soberon': 1.143, 'nadia': 1.119, 'cajamarca': 1.119, 'bankura': 1.119, 'north24': 1.071} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Leaning Tower of Pisa ,0.9134,3,wiki.topn3,0.9722,leaning tower pisa buildings and structures completed in      visitor attractions in pisa filippo brunelleschi Leaning Tower of Pisa ,onfields.topn3.10.2.25.1.qld,0.9514,"{'of': 2, 'lean': 2, 'pisa': 2, 'tower': 2, 'tilt': 1.286, 'expert': 1.229, 'anchor': 1.114, 'bre': 1.114, 'stabilis': 1.114, 'phial': 1.057, 'burland': 1.057, 'electrolevel': 1.057} ",sensedisambiguation,0.9293,Leaning tend Tower tugboat of Pisa ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,joint custody impact ,0.2175,5,onfields.topn3.10.2.25.1.qld,0.5216,"{'impact': 2, 'joint': 2, 'child': 2.0, 'custodi': 2, 'parent': 1.741, 'children': 1.517, 'mother': 1.397, 'father': 1.362, 'divorc': 1.362, 'decis': 1.259, 'wallerstein': 1.241, 'fingert': 1.155, 'besser': 1.138} ",wiki.topn3,0.2895,joint custody impact california child support guidelinreview noncustodial parent solcustody Joint custody ,termluster.topn5.3.qld,0.2767,joint custody impact said parent mother ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.2701,"{'impact': 2, 'joint': 2, 'custodi': 2, 'parent': 2.0, 'court': 1.527, 'child': 1.508, 'time': 1.48, 'mediat': 1.322, 'famili': 1.261, 'mother': 1.18, 'physic': 1.18, 'decis': 1.092} ",wiki.topn3.replace,0.2398,california child support guidelinreview noncustodial parent solcustody Joint custody ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,opening adoption records ,0.8491,1,word2vec.topn3,0.8644,opening adoption records closing non adoption records ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,immigrants Spanish school ,0.0961,8,rm3.topn10.10.0.5.qld,0.4137,school latino speak she district spanish immigr english teacher student ,termluster.topn5.3.qld,0.389,immigrants spanish school teacher speak limit educ english onli educ english onli ,relevancefeedback.topn10.qld,0.3274,immigrants spanish school student english speak languag cathol latino ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.2975,"{'spanish': 2, 'immigr': 2, 'school': 2, 'student': 1.933, 'languag': 1.687, 'english': 1.512, 'program': 1.448, 'lep': 1.402, 'hispan': 1.325, 'dropout': 1.291, 'instruct': 1.288, 'primari': 1.006, 'exemplari': 1.0} ",onfields.topn3.10.2.25.1.qld,0.295,"{'spanish': 2, 'immigr': 2, 'school': 2, 'student': 1.494, 'parent': 1.241, 'wilbur': 1.187, 'teacher': 1.181, 'magnet': 1.175, 'buse': 1.145, 'enrol': 1.12, 'bilingu': 1.102, 'didnt': 1.048} ",docluster.topn10.3.qld,0.1436,immigrants spanish school languag ,word2vec.topn3,0.1404,immigrants spanish school migrants english Spainish college ,glove.topn3,0.0996,immigrants spanish school migrants spain portuguese students ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,wind power location ,0.3758,3,wiki.topn3.replace,0.6628,wind turbine wind farm renewablenergy Wind power binomial distribution quantilfunction scalparameter Location parameter ,wiki.topn3,0.6417,wind power location wind turbine wind farm renewablenergy Wind power binomial distribution quantilfunction scalparameter Location parameter ,sensedisambiguation,0.4473,wind wind instrument power world power location placement ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,adult immigrants English ,0.2442,1,onfields.topn3.10.2.25.1.qld,0.4581,"{'adult': 2, 'immigr': 2, 'english': 2, 'student': 1.892, 'class': 1.73, 'evan': 1.73, 'flatley': 1.405, 'accent': 1.351, 'tutor': 1.351, 'cours': 1.189, 'literaci': 1.0} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Czechoslovakia breakup ,0.0278,18,stem.trunc5,0.1975,czech break ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.1957,"{'breakup': 2, 'czechoslovakia': 2, 'czech': 2.0, 'plant': 1.584, 'republ': 1.562, 'nuclear': 1.511, 'slovak': 1.507, 'unemploy': 1.37, 'fuel': 1.228, 'mochovc': 1.169, 'cez': 1.146, 'bohunic': 1.128, 'safeti': 1.0} ",wiki.topn3.replace,0.1698,normalization  czechoslovakia  communist party of czechoslovakia praguspring Czechoslovak Socialist Republic      in czechoslovakia      in the czech republic      in slovakia Dissolution of Czechoslovakia ,wiki.topn3,0.1585,czechoslovakia breakup normalization  czechoslovakia  communist party of czechoslovakia praguspring Czechoslovak Socialist Republic      in czechoslovakia      in the czech republic      in slovakia Dissolution of Czechoslovakia ,rm3.topn10.10.0.5.qld,0.1341,czech paper french republ nuclear klau czechoslovakia armi white breakup soviet korea ,tagmee.topn3.replace,0.1223,Czechoslovak Socialist Republic Dissolution of Czechoslovakia ,tagmee.topn3,0.0933,czechoslovakia breakup Czechoslovak Socialist Republic Dissolution of Czechoslovakia ,conceptluster.topn5.3.qld,0.0933,czechoslovakia breakup czechoslovak socialist republic dissolution czechoslovakia ,word2vec.topn3,0.0786,czechoslovakia breakup yugoslavia sudetenland slovakia break up post breakup ,word2vec.topn3.replace,0.0766,yugoslavia sudetenland slovakia break up post breakup ,glove.topn3,0.068,czechoslovakia breakup czechoslovak ussr break up disintegration ,sensedisambiguation.replace,0.0627,czechoslovakia separation ,wordnet.topn3,0.0575,czechoslovakia breakup dissolution separation ,relevancefeedback.topn10.qld,0.0445,czechoslovakia breakup he pact i korea armi czech french quarter ,sensedisambiguation,0.0442,Czechoslovakia breakup separation ,conceptnet.topn3,0.0442,czechoslovakia breakup separation ,glove.topn3.replace,0.0326,czechoslovak ussr break up disintegration ,bertqe.topn10.qld,0.0287,"{'Czechoslovakia breakup': 1.5, 'breakup czechoslovakia  prevented': 1.0, 'czechoslovakia splitting  ': 0.9991834179753839, 'czechoslovakia temporary ': 0.9936134602385578, 'simultaneous dissolution': 0.44565446660776653, 'czechoslovakia  time ': 0.351986516475013} ",,,,,,,,,
684,part time benefits ,0.0943,1,rm3.topn10.10.0.5.qld,0.1138,job benefit scheme worker time employ part full pension labour employe women ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Oscar winner selection ,0.2494,12,onfields.topn3.10.2.25.1.qld,0.516,"{'select': 2, 'winner': 2, 'film': 2.0, 'oscar': 2, 'present': 1.659, 'nomin': 1.659, 'dga': 1.39, 'committe': 1.268, 'releas': 1.195, 'exclus': 1.098, 'writein': 1.098, 'documentari': 1.073, 'academi': 1.0} ",wiki.topn3,0.385,oscar winner selection academy of motion picturarts and sciences american film institute featurlength Academy Awards academy of motion picturarts and sciences american film institute featurlength Academy Awards ,termluster.topn5.3.qld,0.3278,oscar winner selection year academi award ,sensedisambiguation,0.3255,Oscar academy award winner selection survival ,wordnet.topn3,0.3237,oscar winner selection Academy Award succeeder achiever survival pick option ,conceptluster.topn5.3.qld,0.3087,oscar winner selection academy awards ,glove.topn3,0.3013,oscar winner selection nominated winning ,conceptnet.topn3,0.2934,oscar winner selection Academy Award choice ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.2803,"{'oscar': 2, 'winner': 2, 'select': 2, 'award': 2.0, '2000': 1.511, 'program': 1.511, 'innov': 1.511, 'brownfield': 1.447, 'phoenix': 1.383, '2001': 1.234, 'epa': 1.234, '20000': 1.17} ",relevancefeedback.topn10.qld,0.2757,oscar winner selection dga present film dress best he ,rm3.topn10.10.0.5.qld,0.2702,dress nomine academi actress award winner select nomin oscar documentari film ,tagmee.topn3,0.2601,oscar winner selection Academy Awards Academy Awards ,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Argentina pegging dollar ,0.2584,2,tagmee.topn3,0.3777,argentina pegging dollar Argentina Fixed exchange rate system United States dollar ,rm3.topn10.10.0.5.qld,0.3151,inflat inflow export argentin brazil currenc central dollar deficit argentina cavallo peg ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Northern Ireland industry ,0.2142,4,rm3.topn10.10.0.5.qld,0.2941,project job ireland republ northern manufactur grant textil sector industri secretari ,docluster.topn10.3.qld,0.2505,northern ireland industry industri ,relevancefeedback.topn10.qld,0.24100000000000002,northern ireland industry pound industri secretari project ,termluster.topn5.3.qld,0.2394,northern ireland industry cent industri ireland cent industri northern year per northern ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,non U S  media bias ,0.0259,10,bertqe.topn10.qld,0.1339,"{'nonUS media bias': 1.5, 'media biased': 1.0, 'media bias': 0.9328553224405413, 'biased sensationalist': 0.5625084101848212, 'customs bias  p   headline   text ': 0.5543890324196015, 'builtin bias people': 0.5210909950525033} ",tagmee.topn3.replace,0.1116,Media bias ,tagmee.topn3,0.0979,non u s  media bias Media bias ,conceptluster.topn5.3.qld,0.0979,non u s  media bias media bias ,wiki.topn3,0.0706,non u s  media bias godwin s law spin  public relations  susan faludi Media bias ,conceptnet.topn3,0.0661,non u s  media bias press ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0607,"{'bia': 2, 'media': 2, 'non-u.s.': 2, '30223': 2.0, 'var': 1.654, 'null': 1.5, 'nonfict': 1.449, 'documentsearchwidgitsearchtyp': 1.231, 'js': 1.231, 'documentwriteopt': 1.231, 'savedsearch': 1.192, 'documentsearchwidgitsortdropdownoptionslength': 1.192, 'savedscop': 1.192, 'newurl': 1.154} ",word2vec.topn3,0.0511,non u s  media bias press biases biased ,rm3.topn10.10.0.5.qld,0.0489,abort macdougal bia elector zionist editor u  york journalist stori repap non media ,wiki.topn3.replace,0.0345,godwin s law spin  public relations  susan faludi Media bias ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,family planning aid ,0.0192,9,wiki.topn3.replace,0.0625,united nations population fund reproductivhealth family planning Family planning development assistanccommittee cash transfers aid agency Aid ,wiki.topn3,0.0539,family planning aid united nations population fund reproductivhealth family planning Family planning development assistanccommittee cash transfers aid agency Aid ,word2vec.topn3,0.0405,family planning aid population control birth control reproductive health assistance assist ,thesaurus.topn3,0.0396,family planning aid  birth prevention contraception  assistance benefit ,onfields.topn3.10.2.25.1.qld,0.0309,"{'aid': 2, 'family-plan': 2, 'plan': 2.0, 'popul': 1.253, 'provinci': 1.189, 'forum': 1.168, 'committe': 1.158, 'song': 1.137, 'ping': 1.137, 'clinic': 1.126, 'guangxi': 1.074, 'whitehat': 1.021, 'famili': 1.0} ",rm3.topn10.10.0.5.qld,0.0224,aid deukmejian abort birth clinic famili governor plan growth popul women percent ,docluster.topn10.3.qld,0.0209,family planning aid deukmejian famili popul ,word2vec.topn3.replace,0.0197,population control birth control reproductive health assistance assist ,relevancefeedback.topn10.qld,0.0197,family planning aid famili plan would deukmejian popul percent ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,college education advantage ,0.0062,13,wordnet.topn3.replace,0.0403,college Department of Education Education Department vantage reward ,wordnet.topn3,0.0349,college education advantage instruction training reward vantage ,conceptnet.topn3,0.017,college education advantage degree school further your career seeing art ,wiki.topn3,0.0116,college education advantage university college education Higher education knowledge sharing philosophy of education education Education ,stem.lovins,0.0108,colleg educ advant ,tagmee.topn3,0.0106,college education advantage Higher education Education ,conceptluster.topn5.3.qld,0.0106,college education advantage education higher education ,wiki.topn3.replace,0.0093,university college education Higher education knowledge sharing philosophy of education education Education ,docluster.topn10.3.qld,0.0078,college education advantage educ colleg ,glove.topn3,0.0077,college education advantage graduate school teaching giving ,relevancefeedback.topn10.qld,0.0075,college education advantage colleg educ school california agricultur ,stem.paicehusk,0.0069,colleg educ adv ,bertqe.topn10.qld,0.0068,"{'college education advantage': 1.5, 'afford college education': 1.0, 'higher education provides': 0.7550876215435265, 'schools higher learning': 0.4878220229158293, 'higher education developed rapidly': 0.3514241992990689, 'highquality undergraduate  graduate professional': 0.26121697117510123} ",,,,,,,,,,,,,,,,,,,,,,,,
691,clear cutting forests ,0.2718,1,termluster.topn5.3.qld,0.3227,clear cutting forests forestri cut clear ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,prostate cancer detection treatment ,0.3975,4,relevancefeedback.topn10.qld,0.5525,prostate cancer detection treatment block beam prostat zoladex hospit he ,tagmee.topn3,0.4505,prostate cancer detection treatment Prostate cancer Therapy ,conceptluster.topn5.3.qld,0.4505,prostate cancer detection treatment therapy prostate cancer ,termluster.topn5.3.qld,0.4224,prostate cancer detection treatment year diseas cancer year prostat diseas ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,newspapers electronic media ,0.2627,2,sensedisambiguation,0.3178,newspapers newspaper electronic media metier ,wiki.topn3,0.2778,newspapers electronic media newspaper publishing newspapers periodicals Newspaper interactivmedia communication design mediascape Electronic media ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,compost pile ,0.4345,4,tagmee.topn3.replace,0.4995,Compost Compost ,bertqe.topn10.qld,0.4661,"{'compost pile': 1.5, 'compost pile behind trellis': 1.0, 'compost piles rancho mission': 0.9994167916936647, 'sheik s 30foothigh compost pile': 0.9979374067616016, 'compost pile every five days ': 0.9974291356046037, 'compost pile soon': 0.9972987197773661} ",tagmee.topn3,0.4634,compost pile Compost Compost ,conceptluster.topn5.3.qld,0.4508,compost pile compost ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,white collar crime sentence ,0.2486,3,relevancefeedback.topn10.qld,0.2949,white collar crime sentence fraud plea spurrier minkow said bloom obermai sentenc i milken ,rm3.topn10.10.0.5.qld,0.2822,judg plea minkow milken crime sentenc fraud obermai white spurrier prison collar ,onfields.topn3.10.2.25.1.qld,0.281,"{'collar': 2, 'white': 2, 'sentenc': 2, 'crime': 2, 'fraud': 1.973, 'plea': 1.757, 'bargain': 1.459, 'whitecollar': 1.459, 'spurrier': 1.405, 'defens': 1.324, 'didnt': 1.108, '10year': 1.108, 'pleabargain': 1.081} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
