qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20,method.21,metric.21,query.21
QALD2_tr-52,Which presidents were born in,0.0003,14,tagmee.topn3.replace,0.6646,Give In to Me All in films Hal Roach,wiki.topn3.replace,0.1351,video greatest hits   history foolish beat lovnever felt so good Give In to Me All in films charley chase malcolm st  clair  filmmaker  h  m  walker Hal Roach,rm3.topn10.10.0.5.bm25,0.0091,sawyer lva christian      armenian hobb born hamlin presid cameroonian politician which were,onfields.topn3.10.1.1.bm25,0.0031,"{'1945': 2, 'in': 2, 'born': 2, 'were': 2, 'which': 2, 'presid': 2, 'ren': 1.744, 'demir': 1.581, 'ld': 1.547, 'turkish': 1.488, 'ratsirahonana': 1.43, 'deer': 1.372, 'ikta': 1.209, 'ratsiraka': 1.174, 'demiroren': 1.093, 'zafi': 1.047}",thesaurus.topn3,0.0021,presidents born,anchor.topn3,0.0021,presidents born,wiki.topn3,0.0021,presidents born,tagmee.topn3,0.0021,presidents born,thesaurus.topn3.replace,0.0021,presidents born,anchor.topn3.replace,0.0021,presidents born,conceptluster.topn5.3.bm25,0.0021,presidents born,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.0015,"{'1945': 2, 'in': 2, 'born': 2, 'were': 2, 'presid': 2, 'which': 2, 'rosenberg': 2.0, 'david': 1.624, 'gold': 1.588, 'juliu': 1.529, 'communist': 1.465, 'sobel': 1.459, 'greenglass': 1.453, 'elitch': 1.441, 'librarian': 1.324, 'yakovlev': 1.3, 'ethel': 1.294}",termluster.topn5.3.bm25,0.0014,presidents born      born birth birth presid,relevancefeedback.topn10.bm25,0.0009,which presidents were born in       ratsirahonana turkish deer buyoya elect union presid parad he bouvet,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-53,Give me all presidents of the United States,0.0,6,tagmee.topn3.replace,0.7208,Give In to Me Video game Video game publisher Mean Hamster Software,wiki.topn3,0.0546,give presidents united states video greatest hits   history foolish beat lovnever felt so good Give In to Me presidency of the united states cabinet of the united states democratiparty vice presidents of the united states President of the United States superpowers former confederations      establishments in the united states United States,wiki.topn3.replace,0.0327,video greatest hits   history foolish beat lovnever felt so good Give In to Me video games single player video game mobygames Video game th do company video gamdeveloper  d realms Video game publisher atari jaguar cd dotemu atari greatest hits Mean Hamster Software,glove.topn3,0.0023,give presidents united states take leaders states u s  united u s,glove.topn3.replace,0.0002,take leaders states u s  united u s,sensedisambiguation,0.0001,Give me all presidents president of the united states of the United States state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-54,Who was the wife of U S  president Lincoln,0.0453,12,tagmee.topn3,0.1954,wife u s  president lincoln World Health Organization First Lady of the United States President of the United States Abraham Lincoln,conceptluster.topn5.3.bm25,0.1954,wife u s  president lincoln first lady united states president united states abraham lincoln world health organization,sensedisambiguation.replace,0.13699999999999998,Who was the wife of united states government president of the united states lincoln,word2vec.topn3.replace,0.1261,husband daughter mother in law usa u s american vice president abraham jefferson nebraska,rm3.topn10.10.0.5.bm25,0.1054,lincoln main civil ladi lexington u  wife hamlin presid crook kentucki todd who,sensedisambiguation,0.0938,Who was the wife of U S  united states government president president of the united states Lincoln,onfields.topn3.10.1.1.bm25,0.0915,"{'lincoln': 2, 'presid': 2, 'us': 2, 'of': 2, 'wife': 2, 'the': 2, 'wa': 2, 'who': 2, 'u': 2.0, 'truman': 1.133, 'master': 1.098, 'cleveland': 1.082, 'martha': 1.076, 'hous': 1.042, 'ellen': 1.04, 'irvin': 1.038, 'merryn': 1.02, 'harlyn': 1.016, 'confeder': 1.016}",conceptnet.topn3,0.0875,wife u s  president lincoln leader,relevancefeedback.topn10.bm25,0.0751,who was the wife of u s  president lincoln  truman cleveland he crook kentucki vaughn state izola data first,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.0723,"{'lincoln': 2, 'presid': 2, 'us': 2, 'of': 2, 'wife': 2, 'the': 2, 'wa': 2, 'who': 2, 'hous': 2.0, 'white': 1.79, 'portrait': 1.672, 'idaho': 1.513, '67698713': 1.252, '67698715': 1.252, '67698703': 1.168, '67698691': 1.151, '67698693': 1.151, 'msolisttypehybrid': 1.134, 'msolevelnumberpositionleft': 1.134}",wordnet.topn3,0.065,wife u s  president lincoln married woman U S  government America USA chairwoman chairperson President Abraham Lincoln President Lincoln Abraham Lincoln,word2vec.topn3,0.0585,wife u s  president lincoln husband daughter mother in law usa u s american vice president abraham jefferson nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-55,Who developed the video game World of Warcraft,0.2721,12,thesaurus.topn3,0.5674,developed video game world warcraft,anchor.topn3,0.5674,developed video game world warcraft,thesaurus.topn3.replace,0.5674,developed video game world warcraft,anchor.topn3.replace,0.5674,developed video game world warcraft,tagmee.topn3,0.5424,developed video game world warcraft Video game developer Video game Fictional universe World of Warcraft,wiki.topn3,0.4799,developed video game world warcraft video gampublisher activision interactiventertainment Video game developer video games single player video game mobygames Video game worldbuilding canon  fiction  christigolden Fictional universe hearthstone  heroes of warcraft ultima online world of warcraft  mists of pandaria World of Warcraft,conceptluster.topn5.3.bm25,0.4037,developed video game world warcraft video game video game developer fictional universe,rm3.topn10.10.0.5.bm25,0.36,widow warcraft develop onlin world game entertain blizzard compani video who race adham,docluster.topn10.3.bm25,0.3092,who developed the video game world of warcraft  warcraft adham frank,wiki.topn3.replace,0.2843,supermarkets of australia supermarkets of germany supermarkets of switzerland Aldi,tagmee.topn3.replace,0.2831,Aldi,relevancefeedback.topn10.bm25,0.2801,who developed the video game world of warcraft  race widow warcraft frank adham,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-57,List all episodes of the first season of the HBO television series The Sopranos,0.3733,3,stem.paicehusk,0.4055,list al episod of the first season of the hbo televid sery the soprano,relevancefeedback.topn10.bm25,0.3839,list all episodes of the first season of the hbo television series the sopranos  soprano,docluster.topn10.3.bm25,0.3839,list all episodes of the first season of the hbo television series the sopranos  soprano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-58,Who produced the most films,0.0006,11,wiki.topn3.replace,0.1229,fifth amendment to the united states constitution fourth amendment to thunited states constitution sixth amendment to thunited states constitution Fifth Amendment to the United States Constitution presidency of the united states cabinet of the united states democratiparty vice presidents of the united states President of the United States presidency of the united states cabinet of the united states democratiparty vice presidents of the united states President of the United States superpowers former confederations      establishments in the united states United States,tagmee.topn3.replace,0.0313,Fifth Amendment to the United States Constitution President of the United States President of the United States United States,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.003,"{'most': 2, 'the': 2, 'produc': 2, 'who': 2, 'film': 2, 'product': 1.565, 'televis': 1.379, 'pictur': 1.308, 'motion': 1.291, 'worker': 1.271, 'occup': 1.257, 'job': 1.254, 'employ': 1.232, 'industri': 1.096, 'mani': 1.008}",sensedisambiguation,0.0025,Who produced produce the most films movie,sensedisambiguation.replace,0.002,Who produce the most movie,thesaurus.topn3,0.0014,produced films,anchor.topn3,0.0014,produced films,conceptnet.topn3,0.0014,produced films,thesaurus.topn3.replace,0.0014,produced films,anchor.topn3.replace,0.0014,produced films,conceptnet.topn3.replace,0.0014,produced films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-59,Give me all people with first name Jimmy,0.0002,11,tagmee.topn3.replace,0.1373,Music Album Song Last Christmas,thesaurus.topn3,0.002,give people first name jimmy,anchor.topn3,0.002,give people first name jimmy,thesaurus.topn3.replace,0.002,give people first name jimmy,anchor.topn3.replace,0.002,give people first name jimmy,sensedisambiguation.replace,0.0013,impart me all people with inaugural name jimmy,wiki.topn3.replace,0.0009,music entertainment dance Music albums media formats billboard     Album songs musical form lyrics Song the collective songs alex james  songwriter  shinware  Last Christmas,conceptluster.topn5.3.bm25,0.0006,give people first name jimmy people magazine jimmy carter given name give,tagmee.topn3,0.0005,give people first name jimmy Give In to Me People  magazine  Given name Jimmy Carter,sensedisambiguation,0.0003,Give impart me all people with first inaugural name Jimmy,stem.paicehusk,0.0003,giv me al peopl with first nam jimmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-61,Which mountains are higher than the Nanga Parbat,0.0738,14,word2vec.topn3,0.1575,mountains higher nanga parbat hills lower greater high taku hanga Rinpa,termluster.topn5.3.bm25,0.14800000000000002,mountains higher nanga parbat peak parbat pakistan mountain pakistan parbat mountain nanga pakistan,thesaurus.topn3,0.1252,mountains higher nanga parbat,anchor.topn3,0.1252,mountains higher nanga parbat,thesaurus.topn3.replace,0.1252,mountains higher nanga parbat,anchor.topn3.replace,0.1252,mountains higher nanga parbat,rm3.topn10.10.0.5.bm25,0.1245,nanga than vallei mountain peak astor himalaya pakistan higher rupal parbat eightthousand which,tagmee.topn3,0.1193,mountains higher nanga parbat Canadian Rockies Nanga Parbat,glove.topn3.replace,0.1185,foothills lower rise parbat skaht nanga oly      fbl,conceptluster.topn5.3.bm25,0.1134,mountains higher nanga parbat canadian rockies,docluster.topn10.3.bm25,0.1089,which mountains are higher than the nanga parbat  parbat rupal,relevancefeedback.topn10.bm25,0.1052,which mountains are higher than the nanga parbat  mountain rupal pakistan parbat davo himalaya eightthousand astor,glove.topn3,0.0901,mountains higher nanga parbat foothills lower rise parbat skaht nanga oly      fbl,wordnet.topn3,0.0764,mountains higher nanga parbat batch mount muckle eminent gamy,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-62,Who created Wikipedia,0.0185,16,wiki.topn3,0.3822,created wikipedia international health organizations world health organization publihealth organizations World Health Organization general encyclopedias wikimedia projects open content projects Wikipedia,word2vec.topn3.replace,0.225,formed developed established Wikpedia Wikipeida,thesaurus.topn3,0.2072,created wikipedia,anchor.topn3,0.2072,created wikipedia,thesaurus.topn3.replace,0.2072,created wikipedia,anchor.topn3.replace,0.2072,created wikipedia,termluster.topn5.3.bm25,0.2072,created wikipedia wikipedia creat,tagmee.topn3,0.1249,created wikipedia World Health Organization Wikipedia,word2vec.topn3,0.1012,created wikipedia formed developed established Wikpedia Wikipeida,relevancefeedback.topn10.bm25,0.0718,who created wikipedia  wikipedia committe book israel carta wikimedia,glove.topn3,0.0659,created wikipedia encyclopedia conservapedia,bertqe.topn10.bm25,0.0629,"{'Who created Wikipedia': 1.5, 'wikipedia works david pogue': 1.0, 'jimmy wales cofounder wikipedia': 0.36447638603696103, 'created collaboration': 0.22946611909650907, 'wikimedia foundation': 0.09599589322381923, 'grant shapps national archives': 0.056981519507186745}",rm3.topn10.10.0.5.bm25,0.0568,welsh creat manual miss committe wikipedia articl wikimedia israel basqu book who,conceptnet.topn3.replace,0.0482,sound effect wikipedia,conceptluster.topn5.3.bm25,0.0431,created wikipedia world health organization,glove.topn3.replace,0.039,created encyclopedia conservapedia,,,,,,,,,,,,,,,
QALD2_tr-63,Give me all actors starring in Batman Begins,0.057999999999999996,8,thesaurus.topn3,0.1917,give actors starring batman begins,anchor.topn3,0.1917,give actors starring batman begins,thesaurus.topn3.replace,0.1917,give actors starring batman begins,anchor.topn3.replace,0.1917,give actors starring batman begins,sensedisambiguation,0.156,Give yield me all actors actor starring star in Batman Begins begin,tagmee.topn3,0.1371,give actors starring batman begins Give In to Me Batman Begins,stem.lovins,0.1125,giv me al actor star in batman begin,sensedisambiguation.replace,0.1015,yield me all actor star in batman begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-64,Which software has been developed by organizations founded in California,0.0141,7,thesaurus.topn3,0.0202,software developed organizations founded california,anchor.topn3,0.0202,software developed organizations founded california,thesaurus.topn3.replace,0.0202,software developed organizations founded california,anchor.topn3.replace,0.0202,software developed organizations founded california,termluster.topn5.3.bm25,0.0183,software developed organizations founded california provid develop softwar provid state,tagmee.topn3,0.0164,software developed organizations founded california Software Software development Organization California,wiki.topn3,0.015,software developed organizations founded california cloud computing application software business intelligence Software software development softwartesting business process management Software development organizations governance advocacy Organization california west coast of the united states county seats in california California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-65,Which companies work in the aerospace industry as well as on nuclear reactor technology,0.2406,1,conceptluster.topn5.3.bm25,0.2706,companies work aerospace industry well nuclear reactor technology company employment aerospace engineering nuclear reactor oil well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-68,Which actors were born in Germany,0.0544,3,tagmee.topn3.replace,0.066,The Who Film producer Harry Potter  film series  Natalie Portman,tagmee.topn3,0.0647,actors born germany German Empire,conceptluster.topn5.3.bm25,0.0647,actors born germany german empire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-69,Which caves have more than   entrances,0.0379,11,thesaurus.topn3,0.1494,caves   entrances,anchor.topn3,0.1494,caves   entrances,wiki.topn3,0.1494,caves   entrances,tagmee.topn3,0.1494,caves   entrances,thesaurus.topn3.replace,0.1494,caves entrances,anchor.topn3.replace,0.1494,caves   entrances,conceptluster.topn5.3.bm25,0.1494,caves   entrances,sensedisambiguation,0.0759,Which caves cave have more than   three entrances entrance,termluster.topn5.3.bm25,0.0719,caves   entrances entranc area cave area,docluster.topn10.3.bm25,0.0558,which caves have more than   entrances  cave,relevancefeedback.topn10.bm25,0.0482,which caves have more than   entrances  kyrgyzstan cave north,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-70,Give me all films produced by Hal Roach,0.758,10,termluster.topn5.3.bm25,0.9261,give films produced hal roach short roach hal american film roach american film hal,thesaurus.topn3,0.9071,give films produced hal roach,anchor.topn3,0.9071,give films produced hal roach,thesaurus.topn3.replace,0.9071,give films produced hal roach,anchor.topn3.replace,0.9071,give films produced hal roach,conceptluster.topn5.3.bm25,0.8451,give films produced hal roach films give,tagmee.topn3,0.8431,give films produced hal roach Give In to Me All in films Hal Roach,stem.lovins,0.8243,giv me al film produc by hal roach,stem.paicehusk,0.8243,giv me al film produc by hal roach,docluster.topn10.3.bm25,0.778,give me all films produced by hal roach  film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
