qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20
QALD2_tr-17,Give me all cities in New Jersey with more than        inhabitants,0.0223,12,adaponfields.topn3.exgov2.4.0.25.10.1.1.qld,0.1587,"{'inhabit': 2, '100000': 2, 'than': 2, 'more': 2, 'with': 2, 'jersey': 2, 'new': 2, 'in': 2, 'citi': 2, 'all': 2, 'me': 2, 'give': 2, 'that': 2.0, 'econom': 1.788, 'commun': 1.589, 'histor': 1.498, 'preserv': 1.432, 'neighborhood': 1.332, 'tax': 1.307, 'thousand': 1.29, 'think': 1.232, 'sens': 1.224, 'qualiti': 1.0}",wordnet.topn3,0.1254,give cities new jersey        inhabitants throw make establish urban center metropolis fresh raw novel Garden State NJ lakh hundred thousand denizen indweller,bertqe.topn10.qld,0.1111,"{'Give me all cities in New Jersey with more than 100000 inhabitants': 1.5, '100000 inhabitants': 1.0, '1000000 inhabitants': 0.6666666666666666, '100000 inhabitantscountry': 0.6296296296296297, 'cities 100000': 0.0, '100000 inhabitantsthe': 0.14814814814814806}",thesaurus.topn3,0.0534,give cities new jersey        inhabitants,anchor.topn3,0.0534,give cities new jersey        inhabitants,thesaurus.topn3.replace,0.0534,give cities new jersey inhabitants,anchor.topn3.replace,0.0534,give cities new jersey        inhabitants,termluster.topn5.3.qld,0.0534,give cities new jersey        inhabitants,sensedisambiguation,0.051,Give impart me all cities city in New raw Jersey new jersey with more than        hundred thousand inhabitants inhabitant,onfields.topn3.10.1.1.qld,0.0415,"{'inhabit': 2, '100000': 2, 'than': 2, 'more': 2, 'with': 2, 'new': 2, 'in': 2, 'citi': 2, 'all': 2, 'me': 2, 'give': 2, 'jersey': 2, 'mortgag': 1.857, 'water': 1.743, 'rent': 1.657, 'lien': 1.571, 'complain': 1.343, 'rinaldi': 1.3, 'sav': 1.243, 'foreclos': 1.129, 'impos': 1.114, 'decre': 1.086}",relevancefeedback.topn10.qld,0.0412,give me all cities in new jersey with more than        inhabitants  american jersei list on school from tour,stem.paicehusk,0.0312,giv me al city in new jersey with mor than inhabit,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-18,Which museum exhibits The Scream by Munch,0.0055,20,termluster.topn5.3.qld,0.0625,museum exhibits scream munch art edvard galleri art edvard galleri art edvard galleri,wiki.topn3,0.0526,museum exhibits scream munch museums tourist activities museology Museum museums tourist activities museology Museum expressionist paintings madonna  edvard munch  ben day dots The Scream kurt schwitters madonna  edvard munch  national museum of art  architecturand design Edvard Munch,tagmee.topn3.replace,0.0451,Nation Official bilingualism in Canada Official language,wordnet.topn3.replace,0.04,museum demo showing holler screech riot crunch Edvard Munch,wiki.topn3.replace,0.0399,independence nationality society Nation english language in canada commission of inquiry on thsituation of thfrench languagand linguistic rights in quebec section sixteen of thcanadian charter of rights and freedoms Official bilingualism in Canada ethnologue languagpolicy lingua franca Official language,rm3.topn10.10.0.5.qld,0.0312,norwai exhibit boston paint museum art which oslo edvard scream norwegian munch,sensedisambiguation.replace,0.0227,Which museum expose The screech by munch,conceptluster.topn5.3.qld,0.0179,museum exhibits scream munch museum edvard munch,tagmee.topn3,0.0149,museum exhibits scream munch Museum Museum The Scream Edvard Munch,wordnet.topn3,0.0103,museum exhibits scream munch demo showing holler screech riot crunch Edvard Munch,conceptnet.topn3.replace,0.0093,art glory days yell munch,adaponfields.topn3.exgov2.4.0.25.10.1.1.qld,0.0083,"{'by': 2, 'scream': 2, 'the': 2, 'exhibit': 2, 'museum': 2, 'which': 2, 'var': 2.0, 'munch': 2, 'edvard': 1.55, 'flu': 1.325, 'null': 1.325, 'munazzamat': 1.275, '75981': 1.25, 'documentwriteopt': 1.15, 'savedsearch': 1.125, 'documentsearchwidgitsortdropdownoptionslength': 1.125, 'tcanet': 1.05}",glove.topn3,0.0071,museum exhibits scream munch exhibit displays cry shout edvard moongk,conceptnet.topn3,0.0064,museum exhibits scream munch art glory days yell,thesaurus.topn3,0.0061,museum exhibits scream munch,anchor.topn3,0.0061,museum exhibits scream munch,thesaurus.topn3.replace,0.0061,museum exhibits scream munch,anchor.topn3.replace,0.0061,museum exhibits scream munch,relevancefeedback.topn10.qld,0.006,which museum exhibits the scream by munch  munch boston whistler,onfields.topn3.10.1.1.qld,0.0056,"{'by': 2, 'the': 2, 'exhibit': 2, 'which': 2, 'museum': 2, 'scream': 2, 'munch': 2, 'edvard': 1.737, 'art': 1.364, 'paint': 1.157, 'googl': 1.111, 'projectjpg': 1.107, 'selfportrait': 1.083, 'kunstmuseumjpg': 1.062, 'friezejpg': 1.031}"
QALD2_tr-21,Which states border Illinois,0.0361,3,tagmee.topn3.replace,0.5588,Universal Studios,wiki.topn3.replace,0.5041,universal studios former vivendi subsidiaries metro goldwyn mayer Universal Studios,relevancefeedback.topn10.qld,0.0495,which states border illinois  tripoint state illinoi indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-22,In which country is the Limerick Lake,0.2721,8,relevancefeedback.topn10.qld,0.3345,in which country is the limerick lake  lake main ireland ontario radio street new,tagmee.topn3,0.2938,country limerick lake Limerick Lake,thesaurus.topn3,0.2824,country limerick lake,anchor.topn3,0.2824,country limerick lake,thesaurus.topn3.replace,0.2824,country limerick lake,anchor.topn3.replace,0.2824,country limerick lake,conceptluster.topn5.3.qld,0.2824,country limerick lake,rm3.topn10.10.0.5.qld,0.282,creek ireland main lake york ontario hast radio countri which limerick street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-23,Which television shows were created by Walt Disney,0.4095,4,thesaurus.topn3,0.4413,television shows created walt disney,anchor.topn3,0.4413,television shows created walt disney,thesaurus.topn3.replace,0.4413,television shows created walt disney,anchor.topn3.replace,0.4413,television shows created walt disney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-24,Which mountain is the highest after the Annapurna,0.2847,8,onfields.topn3.10.1.1.qld,0.4352,"{'after': 2, 'the': 2, 'is': 2, 'which': 2, 'annapurna': 2, 'mountain': 2, 'highest': 2, 'rank': 1.89, 'peak': 1.284, 'himal': 1.229, 'summit': 1.157, 'himalaya': 1.136, 'kangri': 1.136, 'thorong': 1.097, 'muztagh': 1.085}",termluster.topn5.3.qld,0.361,mountain highest annapurna annapurna mount himalaya world mountain mount,thesaurus.topn3,0.3268,mountain highest annapurna,anchor.topn3,0.3268,mountain highest annapurna,thesaurus.topn3.replace,0.3268,mountain highest annapurna,anchor.topn3.replace,0.3268,mountain highest annapurna,conceptluster.topn5.3.qld,0.3241,mountain highest annapurna mountain,tagmee.topn3,0.3139,mountain highest annapurna Mountain Annapurna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-25,In which films directed by Garry Marshall was Julia Roberts starring,0.6604,8,tagmee.topn3,0.6935,films directed garry marshall julia roberts starring Film Film director Garry Marshall Julia Roberts,conceptluster.topn5.3.qld,0.6928,films directed garry marshall julia roberts starring film film director,sensedisambiguation,0.6727,In which films movie directed direct by Garry Marshall was Julia Roberts robert starring star,adaponfields.topn3.exgov2.4.0.25.10.1.1.qld,0.669,"{'robert': 2, 'julia': 2, 'wa': 2, 'marshal': 2, 'garri': 2, 'by': 2, 'direct': 2, 'film': 2, 'which': 2, 'in': 2, 'star': 2, 'produc': 2.0, 'director': 1.445, 'exec': 1.428, 'arizona': 1.42, 'locat': 1.411, 'tucson': 1.145, 'studio': 1.119, 'product': 1.103, 'phoenix': 1.09, 'sedona': 1.045}",thesaurus.topn3,0.6619,films directed garry marshall julia roberts starring,anchor.topn3,0.6619,films directed garry marshall julia roberts starring,thesaurus.topn3.replace,0.6619,films directed garry marshall julia roberts starring,anchor.topn3.replace,0.6619,films directed garry marshall julia roberts starring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-26,Which bridges are of the same type as the Manhattan Bridge,0.0319,12,tagmee.topn3.replace,0.43700000000000006,Official language Languages of the Philippines,wiki.topn3.replace,0.1478,ethnologue languagpolicy lingua franca Official language ilokano language philippinlanguages kinaray a language Languages of the Philippines,wiki.topn3,0.0601,bridges type manhattan bridge bridges arch bridge suspension bridge Bridge williamsburg bridge pelham bay park  irt pelham line  new york city department of transportation Manhattan Bridge,tagmee.topn3,0.0478,bridges type manhattan bridge Bridge Manhattan Bridge,thesaurus.topn3,0.0423,bridges type manhattan bridge,anchor.topn3,0.0423,bridges type manhattan bridge,thesaurus.topn3.replace,0.0423,bridges type manhattan bridge,anchor.topn3.replace,0.0423,bridges type manhattan bridge,conceptluster.topn5.3.qld,0.0423,bridges type manhattan bridge,sensedisambiguation,0.0352,Which bridges bridge are of the same type as the Manhattan Bridge,relevancefeedback.topn10.qld,0.0352,which bridges are of the same type as the manhattan bridge  bridg,wordnet.topn3,0.0346,bridges type manhattan bridge span case character span bridge circuit,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-28,Which European countries have a constitutional monarchy,0.1691,12,tagmee.topn3,0.3224,european countries constitutional monarchy Ethnic groups in Europe Europe Nation Constitutional monarchy,thesaurus.topn3,0.3192,european countries constitutional monarchy,anchor.topn3,0.3192,european countries constitutional monarchy,thesaurus.topn3.replace,0.3192,european countries constitutional monarchy,anchor.topn3.replace,0.3192,european countries constitutional monarchy,conceptluster.topn5.3.qld,0.3123,european countries constitutional monarchy ethnic groups europe nation constitutional monarchy,word2vec.topn3,0.2965,european countries constitutional monarchy europe american non european nations countires coutries consitutional constituional monarch,stem.paicehusk,0.2888,which europ country hav a constitut monarchy,stem.krovetz,0.2445,which europe country have a constitutional monarchy,tagmee.topn3.replace,0.2266,Mayor of New York City,sensedisambiguation,0.1989,Which European countries country have a constitutional monarchy,glove.topn3,0.1776,european countries constitutional monarchy europe eu nations governments amendment legal monarch rulers,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-29,Which awards did WikiLeaks win,0.2749,9,conceptnet.topn3.replace,0.6984,awards wikileaks compete playing a game,tagmee.topn3,0.5381,awards wikileaks win WikiLeaks,glove.topn3,0.5179,awards wikileaks win nominations assange leaked victory,thesaurus.topn3,0.5076,awards wikileaks win,anchor.topn3,0.5076,awards wikileaks win,thesaurus.topn3.replace,0.5076,awards wikileaks win,anchor.topn3.replace,0.5076,awards wikileaks win,conceptluster.topn5.3.qld,0.5076,awards wikileaks win,glove.topn3.replace,0.3698,nominations assange leaked victory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-30,Which state of the USA has the highest population density,0.4857,3,tagmee.topn3.replace,0.5181,Telecommunication Belgium,tagmee.topn3,0.5,state usa highest population density The State of The USA Population density,conceptluster.topn5.3.qld,0.5,state usa highest population density state usa population density,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-31,What is the currency of the Czech Republic,0.2747,11,onfields.topn3.10.1.1.qld,0.445,"{'of': 2, 'the': 2, 'is': 2, 'what': 2, 'currenc': 2, 'republ': 2, 'czech': 2, 'euro': 1.328, 'koruna': 1.179, 'czk': 1.104, 'outlin': 1.062, 'banknot': 1.057, 'plural': 1.05, 'czkpng': 1.045, 'esk': 1.042}",tagmee.topn3.replace,0.4055,Karakoram,rm3.topn10.10.0.5.qld,0.3747,bank czech treati republ austria currenc koruna what crown euro coin,thesaurus.topn3,0.3694,currency czech republic,anchor.topn3,0.3694,currency czech republic,tagmee.topn3,0.3694,currency czech republic Currency Czech Republic,thesaurus.topn3.replace,0.3694,currency czech republic,anchor.topn3.replace,0.3694,currency czech republic,conceptluster.topn5.3.qld,0.3672,currency czech republic currency,glove.topn3,0.2975,currency czech republic dollar slovak republic czech dominican,relevancefeedback.topn10.qld,0.2808,what is the currency of the czech republic  bank currenc treati austria koruna,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-32,Which countries in the European Union adopted the Euro,0.3303,7,rm3.topn10.10.0.5.qld,0.3538,czech poland european monetari currenc montenegro union eurozon countri which euro adopt,sensedisambiguation,0.3512,Which countries country in the European Union adopted espouse the Euro,thesaurus.topn3,0.3444,countries european union adopted euro,anchor.topn3,0.3444,countries european union adopted euro,thesaurus.topn3.replace,0.3444,countries european union adopted euro,anchor.topn3.replace,0.3444,countries european union adopted euro,onfields.topn3.10.1.1.qld,0.3305,"{'adopt': 2, 'the': 2, 'in': 2, 'countri': 2, 'which': 2, 'union': 2, 'eu': 2.0, 'european': 2, 'euro': 2, 'eurozon': 1.194, 'data': 1.117, 'criteria': 1.092, 'currenc': 1.068, 'enlarg': 1.06, 'converg': 1.05, 'monetari': 1.0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-34,Which countries have more than two official languages,0.0559,11,tagmee.topn3.replace,0.5,Bruce Carver,wiki.topn3.replace,0.25,beach head ii  thdictator strikes back big finish games brent erickson Bruce Carver,relevancefeedback.topn10.qld,0.0739,which countries have more than two official languages  languag flag name,tagmee.topn3,0.07,countries two official languages Nation Official bilingualism in Canada Official language,conceptluster.topn5.3.qld,0.07,countries two official languages official bilingualism canada nation official language,thesaurus.topn3,0.0643,countries two official languages,anchor.topn3,0.0643,countries two official languages,thesaurus.topn3.replace,0.0643,countries two official languages,anchor.topn3.replace,0.0643,countries two official languages,termluster.topn5.3.qld,0.0643,countries two official languages two offici languag languag offici countri two languag countri two offici countri,onfields.topn3.10.1.1.qld,0.059000000000000004,"{'offici': 2, 'two': 2, 'than': 2, 'more': 2, 'have': 2, 'countri': 2, 'which': 2, 'languag': 2, 'polit': 1.203, 'foreign': 1.203, 'speaker': 1.062, 'dialect': 1.059, 'bantu': 1.039, 'kituba': 1.036, 'lingala': 1.036, 'congoles': 1.03, 'mboshi': 1.023, 'examplesrecognit': 1.016}",,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-35,Who is the owner of Universal Studios,0.0911,10,wiki.topn3,0.2708,owner universal studios universal studios former vivendi subsidiaries metro goldwyn mayer Universal Studios,tagmee.topn3,0.2667,owner universal studios Universal Studios,relevancefeedback.topn10.qld,0.2533,who is the owner of universal studios  game univers studio channel televis orlando,rm3.topn10.10.0.5.qld,0.2526,park channel univers owner game televis resort compani who orlando studio california film,thesaurus.topn3,0.1455,owner universal studios,anchor.topn3,0.1455,owner universal studios,thesaurus.topn3.replace,0.1455,owner universal studios,anchor.topn3.replace,0.1455,owner universal studios,conceptluster.topn5.3.qld,0.1455,owner universal studios,sensedisambiguation,0.1224,Who is the owner of Universal universal joint Studios studio apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QALD2_tr-36,Through which countries does the Yenisei river flow,0.2333,12,conceptluster.topn5.3.qld,0.3917,countries yenisei river flow streamflow yenisei river,word2vec.topn3,0.3559,countries yenisei river flow nations countires coutries creek flow,thesaurus.topn3,0.3509,countries yenisei river flow,anchor.topn3,0.3509,countries yenisei river flow,thesaurus.topn3.replace,0.3509,countries yenisei river flow,anchor.topn3.replace,0.3509,countries yenisei river flow,conceptnet.topn3,0.3338,countries yenisei river flow continent flag war Yenisey River water stream current movement,rm3.topn10.10.0.5.qld,0.3146,flow abakan tuva sourc through mouth doe russia river countri which yenisei mongolia krasnoyarsk basin,word2vec.topn3.replace,0.3056,nations countires coutries yenisei creek flow,sensedisambiguation,0.2624,Through which countries state does the Yenisei river flow stream,glove.topn3,0.244,countries yenisei river flow nations governments chusovaya rohvsk tributary,stem.krovetz,0.2373,through which country do the yenisei river flow,,,,,,,,,,,,,,,,,,,,,,,,
